order,structure ID,full structure name,abbreviation,parent_id,depth in tree,structure_id_path,total_voxel_counts (10 um),Structure independently delineated (not merged to form parents),Major Division,summary_structure,meso_area
879,197,Rostral linear nucleus raphe,RL,165,6,/997/8/343/313/348/165/197/,55664,Y,,Y,Brainstem
880,591,Central linear nucleus raphe,CLI,165,6,/997/8/343/313/348/165/591/,83176,Y,,Y,Brainstem
881,872,Dorsal nucleus raphe,DR,165,6,/997/8/343/313/348/165/872/,152892,Y,,Y,Brainstem
882,1065,Hindbrain,HB,343,3,/997/8/343/1065/,47674342,,,,Brainstem
883,771,Pons,P,1065,4,/997/8/343/1065/771/,16709052,,Y,,Brainstem
884,1132,"Pons, sensory related",P-sen,771,5,/997/8/343/1065/771/1132/,3850166,,,,Brainstem
885,612,Nucleus of the lateral lemniscus,NLL,1132,6,/997/8/343/1065/771/1132/612/,723784,Y,,Y,Brainstem
889,7,Principal sensory nucleus of the trigeminal,PSV,1132,6,/997/8/343/1065/771/1132/7/,1106076,Y,,Y,Brainstem
890,867,Parabrachial nucleus,PB,1132,6,/997/8/343/1065/771/1132/867/,1121664,Y,,Y,Brainstem
891,123,Koelliker-Fuse subnucleus,KF,867,7,/997/8/343/1065/771/1132/867/123/,175206,Y,,,Brainstem
902,398,Superior olivary complex,SOC,1132,6,/997/8/343/1065/771/1132/398/,898642,,,Y,Brainstem
903,122,"Superior olivary complex, periolivary region",POR,398,7,/997/8/343/1065/771/1132/398/122/,365934,Y,,,Brainstem
904,105,"Superior olivary complex, medial part",SOCm,398,7,/997/8/343/1065/771/1132/398/105/,195214,Y,,,Brainstem
905,114,"Superior olivary complex, lateral part",SOCl,398,7,/997/8/343/1065/771/1132/398/114/,337494,Y,,,Brainstem
906,987,"Pons, motor related",P-mot,771,5,/997/8/343/1065/771/987/,5794764,,,,Brainstem
907,280,Barrington's nucleus,B,987,6,/997/8/343/1065/771/987/280/,15566,Y,,Y,Brainstem
908,880,Dorsal tegmental nucleus,DTN,987,6,/997/8/343/1065/771/987/880/,103734,Y,,Y,Brainstem
910,599626927,Posterodorsal tegmental nucleus,PDTg,987,6,/997/8/343/1065/771/987/599626927/,48028,Y,,Y,Brainstem
911,898,Pontine central gray,PCG,987,6,/997/8/343/1065/771/987/898/,541422,Y,,Y,Brainstem
912,931,Pontine gray,PG,987,6,/997/8/343/1065/771/987/931/,965046,Y,,Y,Brainstem
913,1093,"Pontine reticular nucleus, caudal part",PRNc,987,6,/997/8/343/1065/771/987/1093/,2349048,Y,,Y,Brainstem
915,318,Supragenual nucleus,SG,987,6,/997/8/343/1065/771/987/318/,17360,Y,,Y,Brainstem
917,534,Supratrigeminal nucleus,SUT,987,6,/997/8/343/1065/771/987/534/,259600,Y,,Y,Brainstem
918,574,Tegmental reticular nucleus,TRN,987,6,/997/8/343/1065/771/987/574/,689664,Y,,Y,Brainstem
919,621,Motor nucleus of trigeminal,V,987,6,/997/8/343/1065/771/987/621/,354758,Y,,Y,Brainstem
920,549009215,Peritrigeminal zone,P5,987,6,/997/8/343/1065/771/987/549009215/,321414,Y,,Y,Brainstem
921,549009219,Accessory trigeminal nucleus,Acs5,987,6,/997/8/343/1065/771/987/549009219/,13912,Y,,Y,Brainstem
922,549009223,Parvicellular motor 5 nucleus,PC5,987,6,/997/8/343/1065/771/987/549009223/,70708,Y,,Y,Brainstem
923,549009227,Intertrigeminal nucleus,I5,987,6,/997/8/343/1065/771/987/549009227/,44504,Y,,Y,Brainstem
924,1117,"Pons, behavioral state related",P-sat,771,5,/997/8/343/1065/771/1117/,3462014,,,,Brainstem
925,679,Superior central nucleus raphe,CS,1117,6,/997/8/343/1065/771/1117/679/,601652,Y,,Y,Brainstem
928,147,Locus ceruleus,LC,1117,6,/997/8/343/1065/771/1117/147/,14486,Y,,Y,Brainstem
929,162,Laterodorsal tegmental nucleus,LDT,1117,6,/997/8/343/1065/771/1117/162/,203476,Y,,Y,Brainstem
930,604,Nucleus incertus,NI,1117,6,/997/8/343/1065/771/1117/604/,108230,Y,,Y,Brainstem
931,146,Pontine reticular nucleus,PRNr,1117,6,/997/8/343/1065/771/1117/146/,2363054,Y,,Y,Brainstem
932,238,Nucleus raphe pontis,RPO,1117,6,/997/8/343/1065/771/1117/238/,97170,Y,,Y,Brainstem
933,350,Subceruleus nucleus,SLC,1117,6,/997/8/343/1065/771/1117/350/,26734,Y,,Y,Brainstem
934,358,Sublaterodorsal nucleus,SLD,1117,6,/997/8/343/1065/771/1117/358/,47212,Y,,Y,Brainstem
935,354,Medulla,MY,1065,4,/997/8/343/1065/354/,30965290,,Y,,Brainstem
936,386,"Medulla, sensory related",MY-sen,354,5,/997/8/343/1065/354/386/,7933114,,,,Brainstem
937,207,Area postrema,AP,386,6,/997/8/343/1065/354/386/207/,52784,Y,,Y,Brainstem
938,607,Cochlear nuclei,CN,386,6,/997/8/343/1065/354/386/607/,1629282,,,,Brainstem
941,96,Dorsal cochlear nucleus,DCO,607,7,/997/8/343/1065/354/386/607/96/,612196,Y,,Y,Brainstem
942,101,Ventral cochlear nucleus,VCO,607,7,/997/8/343/1065/354/386/607/101/,1017086,Y,,Y,Brainstem
943,720,Dorsal column nuclei,DCN,386,6,/997/8/343/1065/354/386/720/,414748,,,,Brainstem
944,711,Cuneate nucleus,CU,720,7,/997/8/343/1065/354/386/720/711/,333124,Y,,Y,Brainstem
945,1039,Gracile nucleus,GR,720,7,/997/8/343/1065/354/386/720/1039/,81624,Y,,Y,Brainstem
946,903,External cuneate nucleus,ECU,386,6,/997/8/343/1065/354/386/903/,204724,Y,,Y,Brainstem
947,642,Nucleus of the trapezoid body,NTB,386,6,/997/8/343/1065/354/386/642/,154456,Y,,Y,Brainstem
948,651,Nucleus of the solitary tract,NTS,386,6,/997/8/343/1065/354/386/651/,848828,Y,,Y,Brainstem
954,429,"Spinal nucleus of the trigeminal, caudal part",SPVC,386,6,/997/8/343/1065/354/386/429/,1680902,Y,,Y,Brainstem
955,437,"Spinal nucleus of the trigeminal, interpolar part",SPVI,386,6,/997/8/343/1065/354/386/437/,1848386,Y,,Y,Brainstem
956,445,"Spinal nucleus of the trigeminal, oral part",SPVO,386,6,/997/8/343/1065/354/386/445/,996370,Y,,Y,Brainstem
962,589508451,Paratrigeminal nucleus,Pa5,386,6,/997/8/343/1065/354/386/589508451/,102634,Y,,Y,Brainstem
964,370,"Medulla, motor related",MY-mot,354,5,/997/8/343/1065/354/370/,17489144,,,,Brainstem
965,653,Abducens nucleus,VI,370,6,/997/8/343/1065/354/370/653/,30332,Y,,Y,Brainstem
967,661,Facial motor nucleus,VII,370,6,/997/8/343/1065/354/370/661/,916898,Y,,Y,Brainstem
968,576,Accessory facial motor nucleus,ACVII,370,6,/997/8/343/1065/354/370/576/,5628,Y,,Y,Brainstem
970,135,Nucleus ambiguus,AMB,370,6,/997/8/343/1065/354/370/135/,43088,,,Y,Brainstem
971,939,"Nucleus ambiguus, dorsal division",AMBd,135,7,/997/8/343/1065/354/370/135/939/,21208,Y,,,Brainstem
972,143,"Nucleus ambiguus, ventral division",AMBv,135,7,/997/8/343/1065/354/370/135/143/,21880,Y,,,Brainstem
973,839,Dorsal motor nucleus of the vagus nerve,DMX,370,6,/997/8/343/1065/354/370/839/,174194,Y,,Y,Brainstem
975,1048,Gigantocellular reticular nucleus,GRN,370,6,/997/8/343/1065/354/370/1048/,2623754,Y,,Y,Brainstem
976,372,Infracerebellar nucleus,ICB,370,6,/997/8/343/1065/354/370/372/,53468,Y,,Y,Brainstem
977,83,Inferior olivary complex,IO,370,6,/997/8/343/1065/354/370/83/,511758,Y,,Y,Brainstem
978,136,Intermediate reticular nucleus,IRN,370,6,/997/8/343/1065/354/370/136/,2777478,Y,,Y,Brainstem
979,106,Inferior salivatory nucleus,ISN,370,6,/997/8/343/1065/354/370/106/,7224,Y,,Y,Brainstem
980,203,Linear nucleus of the medulla,LIN,370,6,/997/8/343/1065/354/370/203/,61296,Y,,Y,Brainstem
981,235,Lateral reticular nucleus,LRN,370,6,/997/8/343/1065/354/370/235/,569734,,,Y,Brainstem
982,955,"Lateral reticular nucleus, magnocellular part",LRNm,235,7,/997/8/343/1065/354/370/235/955/,512858,Y,,,Brainstem
983,963,"Lateral reticular nucleus, parvicellular part",LRNp,235,7,/997/8/343/1065/354/370/235/963/,56876,Y,,,Brainstem
984,307,Magnocellular reticular nucleus,MARN,370,6,/997/8/343/1065/354/370/307/,533332,Y,,Y,Brainstem
985,395,Medullary reticular nucleus,MDRN,370,6,/997/8/343/1065/354/370/395/,2036294,,,Y,Brainstem
986,1098,"Medullary reticular nucleus, dorsal part",MDRNd,395,7,/997/8/343/1065/354/370/395/1098/,1105164,Y,,Y,Brainstem
987,1107,"Medullary reticular nucleus, ventral part",MDRNv,395,7,/997/8/343/1065/354/370/395/1107/,931130,Y,,Y,Brainstem
988,852,Parvicellular reticular nucleus,PARN,370,6,/997/8/343/1065/354/370/852/,2230614,Y,,Y,Brainstem
989,859,Parasolitary nucleus,PAS,370,6,/997/8/343/1065/354/370/859/,27908,Y,,Y,Brainstem
990,938,Paragigantocellular reticular nucleus,PGRN,370,6,/997/8/343/1065/354/370/938/,947002,,,,Brainstem
991,970,"Paragigantocellular reticular nucleus, dorsal part",PGRNd,938,7,/997/8/343/1065/354/370/938/970/,239308,Y,,Y,Brainstem
992,978,"Paragigantocellular reticular nucleus, lateral part",PGRNl,938,7,/997/8/343/1065/354/370/938/978/,707694,Y,,Y,Brainstem
993,154,Perihypoglossal nuclei,PHY,370,6,/997/8/343/1065/354/370/154/,274030,,,,Brainstem
995,177,Nucleus of Roller,NR,154,7,/997/8/343/1065/354/370/154/177/,29992,Y,,Y,Brainstem
996,169,Nucleus prepositus,PRP,154,7,/997/8/343/1065/354/370/154/169/,244038,Y,,Y,Brainstem
998,1069,Parapyramidal nucleus,PPY,370,6,/997/8/343/1065/354/370/1069/,94476,Y,,Y,Brainstem
1001,701,Vestibular nuclei,VNC,370,6,/997/8/343/1065/354/370/701/,3207466,,,,Brainstem
1002,209,Lateral vestibular nucleus,LAV,701,7,/997/8/343/1065/354/370/701/209/,287566,Y,,Y,Brainstem
1003,202,Medial vestibular nucleus,MV,701,7,/997/8/343/1065/354/370/701/202/,1817140,Y,,Y,Brainstem
1004,225,Spinal vestibular nucleus,SPIV,701,7,/997/8/343/1065/354/370/701/225/,749066,Y,,Y,Brainstem
1005,217,Superior vestibular nucleus,SUV,701,7,/997/8/343/1065/354/370/701/217/,353694,Y,,Y,Brainstem
1006,765,Nucleus x,x,370,6,/997/8/343/1065/354/370/765/,57052,Y,,Y,Brainstem
1007,773,Hypoglossal nucleus,XII,370,6,/997/8/343/1065/354/370/773/,282642,Y,,Y,Brainstem
1008,781,Nucleus y,y,370,6,/997/8/343/1065/354/370/781/,23476,Y,,Y,Brainstem
1010,379,"Medulla, behavioral state related",MY-sat,354,5,/997/8/343/1065/354/379/,223536,,,,Brainstem
1011,206,Nucleus raphe magnus,RM,379,6,/997/8/343/1065/354/379/206/,116932,Y,,Y,Brainstem
1012,230,Nucleus raphe pallidus,RPA,379,6,/997/8/343/1065/354/379/230/,66614,Y,,Y,Brainstem
1013,222,Nucleus raphe obscurus,RO,379,6,/997/8/343/1065/354/379/222/,39990,Y,,Y,Brainstem
1014,512,Cerebellum,CB,8,2,/997/8/512/,53842390,,Y,,Cerebellum
1015,528,Cerebellar cortex,CBX,512,3,/997/8/512/528/,51231088,,,,Cerebellum
1016,645,Vermal regions,VERM,528,4,/997/8/512/528/645/,20273620,,,,Cerebellum
1017,912,Lingula (I),LING,645,5,/997/8/512/528/645/912/,121628,Y,,Y,Cerebellum
1021,920,Central lobule,CENT,645,5,/997/8/512/528/645/920/,4079420,,,Y,Cerebellum
1022,976,Lobule II,CENT2,920,6,/997/8/512/528/645/920/976/,1335660,Y,,,Cerebellum
1026,984,Lobule III,CENT3,920,6,/997/8/512/528/645/920/984/,2743760,Y,,,Cerebellum
1030,928,Culmen,CUL,645,5,/997/8/512/528/645/928/,6725776,,,Y,Cerebellum
1039,1091,Lobules IV-V,"CUL4, 5",928,6,/997/8/512/528/645/928/1091/,6725776,Y,,,Cerebellum
1043,936,Declive (VI),DEC,645,5,/997/8/512/528/645/936/,3334748,Y,,Y,Cerebellum
1047,944,Folium-tuber vermis (VII),FOTU,645,5,/997/8/512/528/645/944/,1053398,Y,,Y,Cerebellum
1051,951,Pyramus (VIII),PYR,645,5,/997/8/512/528/645/951/,1248018,Y,,Y,Cerebellum
1055,957,Uvula (IX),UVU,645,5,/997/8/512/528/645/957/,2191534,Y,,Y,Cerebellum
1059,968,Nodulus (X),NOD,645,5,/997/8/512/528/645/968/,1519098,Y,,Y,Cerebellum
1063,1073,Hemispheric regions,HEM,528,4,/997/8/512/528/1073/,30957468,,,,Cerebellum
1064,1007,Simple lobule,SIM,1073,5,/997/8/512/528/1073/1007/,5696048,Y,,Y,Cerebellum
1068,1017,Ansiform lobule,AN,1073,5,/997/8/512/528/1073/1017/,10805632,,,Y,Cerebellum
1069,1056,Crus 1,ANcr1,1017,6,/997/8/512/528/1073/1017/1056/,5693780,Y,,,Cerebellum
1073,1064,Crus 2,ANcr2,1017,6,/997/8/512/528/1073/1017/1064/,5111852,Y,,,Cerebellum
1077,1025,Paramedian lobule,PRM,1073,5,/997/8/512/528/1073/1025/,4883222,Y,,Y,Cerebellum
1081,1033,Copula pyramidis,COPY,1073,5,/997/8/512/528/1073/1033/,2506160,Y,,Y,Cerebellum
1085,1041,Paraflocculus,PFL,1073,5,/997/8/512/528/1073/1041/,5729140,Y,,Y,Cerebellum
1089,1049,Flocculus,FL,1073,5,/997/8/512/528/1073/1049/,1337266,Y,,Y,Cerebellum
1096,519,Cerebellar nuclei,CBN,512,3,/997/8/512/519/,1782040,,,,Cerebellum
1097,989,Fastigial nucleus,FN,519,4,/997/8/512/519/989/,502036,Y,,Y,Cerebellum
1098,91,Interposed nucleus,IP,519,4,/997/8/512/519/91/,859874,Y,,Y,Cerebellum
1099,846,Dentate nucleus,DN,519,4,/997/8/512/519/846/,334984,Y,,Y,Cerebellum
1100,589508455,Vestibulocerebellar nucleus,VeCB,519,4,/997/8/512/519/589508455/,85146,Y,,Y,Cerebellum
1101,1009,fiber tracts,fiber tracts,997,1,/997/1009/,46921388,,,Y,Cerebellum
1102,967,cranial nerves,cm,1009,2,/997/1009/967/,12354320,,,,Cerebellum
1104,949,vomeronasal nerve,von,967,3,/997/1009/967/949/,13428,Y,,,Cerebellum
1105,840,olfactory nerve,In,967,3,/997/1009/967/840/,5973186,,,,Cerebellum
1106,1016,olfactory nerve layer of main olfactory bulb,onl,840,4,/997/1009/967/840/1016/,4151108,Y,,,Cerebellum
1107,21,"lateral olfactory tract, general",lotg,840,4,/997/1009/967/840/21/,1061954,,,,Cerebellum
1108,665,"lateral olfactory tract, body",lot,21,5,/997/1009/967/840/21/665/,904226,Y,,,Cerebellum
1109,538,dorsal limb,lotd,21,5,/997/1009/967/840/21/538/,157728,Y,,,Cerebellum
1111,900,"anterior commissure, olfactory limb",aco,840,4,/997/1009/967/840/900/,760124,Y,,,Cerebellum
1112,848,optic nerve,IIn,967,3,/997/1009/967/848/,1307340,Y,,,Cerebellum
1114,916,brachium of the superior colliculus,bsc,848,4,/997/1009/967/848/916/,200776,Y,,,Cerebellum
1115,336,superior colliculus commissure,csc,848,4,/997/1009/967/848/336/,27886,Y,,,Cerebellum
1116,117,optic chiasm,och,848,4,/997/1009/967/848/117/,311072,Y,,,Cerebellum
1117,125,optic tract,opt,848,4,/997/1009/967/848/125/,697328,Y,,,Cerebellum
1119,832,oculomotor nerve,IIIn,967,3,/997/1009/967/832/,209382,Y,,,Cerebellum
1120,62,medial longitudinal fascicle,mlf,832,4,/997/1009/967/832/62/,149098,Y,,,Cerebellum
1121,158,posterior commissure,pc,832,4,/997/1009/967/832/158/,52460,Y,,,Cerebellum
1122,911,trochlear nerve,IVn,967,3,/997/1009/967/911/,6804,Y,,,Cerebellum
1125,901,trigeminal nerve,Vn,967,3,/997/1009/967/901/,2377594,,,,Cerebellum
1126,93,motor root of the trigeminal nerve,moV,901,4,/997/1009/967/901/93/,59550,Y,,,Cerebellum
1127,229,sensory root of the trigeminal nerve,sV,901,4,/997/1009/967/901/229/,2318044,Y,,,Cerebellum
1129,794,spinal tract of the trigeminal nerve,sptV,229,5,/997/1009/967/901/229/794/,1621766,Y,,,Cerebellum
1130,798,facial nerve,VIIn,967,3,/997/1009/967/798/,108062,Y,,,Cerebellum
1132,1116,genu of the facial nerve,gVIIn,798,4,/997/1009/967/798/1116/,29028,Y,,,Cerebellum
1133,933,vestibulocochlear nerve,VIIIn,967,3,/997/1009/967/933/,1661226,,,,Cerebellum
1135,413,vestibular nerve,vVIIIn,933,4,/997/1009/967/933/413/,250156,Y,,,Cerebellum
1136,948,cochlear nerve,cVIIIn,933,4,/997/1009/967/933/948/,1411070,,,,Cerebellum
1137,841,trapezoid body,tb,948,5,/997/1009/967/933/948/841/,299444,Y,,,Cerebellum
1139,506,dorsal acoustic stria,das,948,5,/997/1009/967/933/948/506/,11846,Y,,,Cerebellum
1140,658,lateral lemniscus,ll,948,5,/997/1009/967/933/948/658/,835128,Y,,,Cerebellum
1141,633,inferior colliculus commissure,cic,948,5,/997/1009/967/933/948/633/,18154,Y,,,Cerebellum
1142,482,brachium of the inferior colliculus,bic,948,5,/997/1009/967/933/948/482/,246498,Y,,,Cerebellum
1144,917,vagus nerve,Xn,967,3,/997/1009/967/917/,9312,,,,Cerebellum
1145,237,solitary tract,ts,917,4,/997/1009/967/917/237/,9312,Y,,,Cerebellum
1149,792,dorsal roots,drt,967,3,/997/1009/967/792/,687986,,,,Cerebellum
1150,932,cervicothalamic tract,cett,792,4,/997/1009/967/792/932/,687986,,,,Cerebellum
1155,514,dorsal column,dc,932,5,/997/1009/967/792/932/514/,22312,,,,Cerebellum
1156,380,cuneate fascicle,cuf,514,6,/997/1009/967/792/932/514/380/,22312,Y,,,Cerebellum
1159,697,medial lemniscus,ml,932,5,/997/1009/967/792/932/697/,665674,Y,,,Cerebellum
1171,960,cerebellum related fiber tracts,cbf,1009,2,/997/1009/960/,9806446,,,,Cerebellum
1172,744,cerebellar commissure,cbc,960,3,/997/1009/960/744/,66936,Y,,,Cerebellum
1173,752,cerebellar peduncles,cbp,960,3,/997/1009/960/752/,2819152,,,,Cerebellum
1174,326,superior cerebelar peduncles,scp,752,4,/997/1009/960/752/326/,856372,Y,,,Cerebellum
1175,812,superior cerebellar peduncle decussation,dscp,326,5,/997/1009/960/752/326/812/,46320,Y,,,Cerebellum
1177,850,uncinate fascicle,uf,326,5,/997/1009/960/752/326/850/,85068,Y,,,Cerebellum
1178,866,ventral spinocerebellar tract,sctv,326,5,/997/1009/960/752/326/866/,284174,Y,,,Cerebellum
1179,78,middle cerebellar peduncle,mcp,752,4,/997/1009/960/752/78/,1094082,Y,,,Cerebellum
1180,1123,inferior cerebellar peduncle,icp,752,4,/997/1009/960/752/1123/,868698,Y,,,Cerebellum
1181,553,dorsal spinocerebellar tract,sctd,1123,5,/997/1009/960/752/1123/553/,146176,Y,,,Cerebellum
1188,728,arbor vitae,arb,960,3,/997/1009/960/728/,6920358,Y,,,Cerebellum
1189,484682512,supra-callosal cerebral white matter,scwm,1009,2,/997/1009/484682512/,1073168,Y,,,Cerebellum
1190,983,lateral forebrain bundle system,lfbs,1009,2,/997/1009/983/,13864520,,,,Cerebellum
1191,776,corpus callosum,cc,983,3,/997/1009/983/776/,7800396,Y,,,Cerebellum
1192,956,"corpus callosum, anterior forceps",fa,776,4,/997/1009/983/776/956/,1726300,Y,,,Cerebellum
1193,579,external capsule,ec,956,5,/997/1009/983/776/956/579/,869484,Y,,,Cerebellum
1194,964,"corpus callosum, extreme capsule",ee,776,4,/997/1009/983/776/964/,93338,Y,,,Cerebellum
1195,1108,genu of corpus callosum,ccg,776,4,/997/1009/983/776/1108/,829366,Y,,,Cerebellum
1196,971,"corpus callosum, posterior forceps",fp,776,4,/997/1009/983/776/971/,1365388,Y,,,Cerebellum
1198,484682516,"corpus callosum, body",ccb,776,4,/997/1009/983/776/484682516/,3041046,Y,,,Cerebellum
1199,986,"corpus callosum, splenium",ccs,776,4,/997/1009/983/776/986/,744958,Y,,,Cerebellum
1200,784,corticospinal tract,cst,983,3,/997/1009/983/784/,3695302,Y,,,Cerebellum
1201,6,internal capsule,int,784,4,/997/1009/983/784/6/,2097282,Y,,,Cerebellum
1202,924,cerebal peduncle,cpd,784,4,/997/1009/983/784/924/,885724,Y,,,Cerebellum
1207,190,pyramid,py,784,4,/997/1009/983/784/190/,560730,Y,,,Cerebellum
1208,198,pyramidal decussation,pyd,784,4,/997/1009/983/784/198/,67350,Y,,,Cerebellum
1211,896,thalamus related,lfbst,983,3,/997/1009/983/896/,2368822,,,,Cerebellum
1212,1092,external medullary lamina of the thalamus,em,896,4,/997/1009/983/896/1092/,110634,Y,,,Cerebellum
1216,484682520,optic radiation,or,896,4,/997/1009/983/896/484682520/,1850764,Y,,,Cerebellum
1217,484682524,auditory radiation,ar,896,4,/997/1009/983/896/484682524/,407424,Y,,,Cerebellum
1218,1000,extrapyramidal fiber systems,eps,1009,2,/997/1009/1000/,1228724,,,,Cerebellum
1219,760,cerebral nuclei related,epsc,1000,3,/997/1009/1000/760/,112364,,,,Cerebellum
1221,102,nigrostriatal tract,nst,760,4,/997/1009/1000/760/102/,112364,Y,,,Cerebellum
1226,877,tectospinal pathway,tsp,1000,3,/997/1009/1000/877/,510510,,,,Cerebellum
1227,1051,direct tectospinal pathway,tspd,877,4,/997/1009/1000/877/1051/,4,Y,,,Cerebellum
1228,1060,doral tegmental decussation,dtd,877,4,/997/1009/1000/877/1060/,6930,Y,,,Cerebellum
1229,1043,crossed tectospinal pathway,tspc,877,4,/997/1009/1000/877/1043/,503576,Y,,,Cerebellum
1230,863,rubrospinal tract,rust,1000,3,/997/1009/1000/863/,605850,Y,,,Cerebellum
1231,397,ventral tegmental decussation,vtd,863,4,/997/1009/1000/863/397/,37360,Y,,,Cerebellum
1238,991,medial forebrain bundle system,mfbs,1009,2,/997/1009/991/,7043616,,,,Cerebellum
1239,768,cerebrum related,mfbc,991,3,/997/1009/991/768/,6222734,,,,Cerebellum
1240,884,amygdalar capsule,amc,768,4,/997/1009/991/768/884/,163494,Y,,,Cerebellum
1242,908,"anterior commissure, temporal limb",act,768,4,/997/1009/991/768/908/,212056,Y,,,Cerebellum
1243,940,cingulum bundle,cing,768,4,/997/1009/991/768/940/,1265744,Y,,,Cerebellum
1244,1099,fornix system,fxs,768,4,/997/1009/991/768/1099/,4240376,,,,Cerebellum
1245,466,alveus,alv,1099,5,/997/1009/991/768/1099/466/,1392646,Y,,,Cerebellum
1246,530,dorsal fornix,df,1099,5,/997/1009/991/768/1099/530/,37530,Y,,,Cerebellum
1247,603,fimbria,fi,1099,5,/997/1009/991/768/1099/603/,1513754,Y,,,Cerebellum
1250,737,postcommissural fornix,fxpo,1099,5,/997/1009/991/768/1099/737/,277948,,,,Cerebellum
1251,428,medial corticohypothalamic tract,mct,737,6,/997/1009/991/768/1099/737/428/,8330,Y,,,Cerebellum
1252,436,columns of the fornix,fx,737,6,/997/1009/991/768/1099/737/436/,269618,Y,,,Cerebellum
1253,618,hippocampal commissures,hc,1099,5,/997/1009/991/768/1099/618/,1018498,,,,Cerebellum
1254,443,dorsal hippocampal commissure,dhc,618,6,/997/1009/991/768/1099/618/443/,953794,Y,,,Cerebellum
1255,449,ventral hippocampal commissure,vhc,618,6,/997/1009/991/768/1099/618/449/,64704,Y,,,Cerebellum
1259,301,stria terminalis,st,768,4,/997/1009/991/768/301/,341064,Y,,,Cerebellum
1260,484682528,commissural branch of stria terminalis,stc,301,5,/997/1009/991/768/301/484682528/,35128,Y,,,Cerebellum
1261,824,hypothalamus related,mfsbshy,991,3,/997/1009/991/824/,820882,,,,Cerebellum
1262,54,medial forebrain bundle,mfb,824,4,/997/1009/991/824/54/,49344,Y,,,Cerebellum
1265,349,supraoptic commissures,sup,824,4,/997/1009/991/824/349/,25028,Y,,,Cerebellum
1277,46,mammillary related,mfbsma,824,4,/997/1009/991/824/46/,260398,,,,Cerebellum
1278,753,principal mammillary tract,pm,46,5,/997/1009/991/824/46/753/,33298,Y,,,Cerebellum
1279,690,mammillothalamic tract,mtt,46,5,/997/1009/991/824/46/690/,129556,Y,,,Cerebellum
1280,681,mammillotegmental tract,mtg,46,5,/997/1009/991/824/46/681/,65802,Y,,,Cerebellum
1281,673,mammillary peduncle,mp,46,5,/997/1009/991/824/46/673/,31742,Y,,,Cerebellum
1284,1083,epithalamus related,mfbse,824,4,/997/1009/991/824/1083/,486112,,,,Cerebellum
1285,802,stria medullaris,sm,1083,5,/997/1009/991/824/1083/802/,270700,Y,,,Cerebellum
1286,595,fasciculus retroflexus,fr,1083,5,/997/1009/991/824/1083/595/,167622,Y,,,Cerebellum
1287,611,habenular commissure,hbc,1083,5,/997/1009/991/824/1083/611/,47790,Y,,,Cerebellum
1292,73,ventricular systems,VS,997,1,/997/73/,5959382,,,,Cerebellum
1293,81,lateral ventricle,VL,73,2,/997/73/81/,3701260,Y,,,Cerebellum
1295,98,subependymal zone,SEZ,81,3,/997/73/81/98/,136484,Y,,,Cerebellum
1296,108,choroid plexus,chpl,81,3,/997/73/81/108/,1446034,Y,,,Cerebellum
1299,129,third ventricle,V3,73,2,/997/73/129/,891188,Y,,,Cerebellum
1300,140,cerebral aqueduct,AQ,73,2,/997/73/140/,405256,Y,,,Cerebellum
1301,145,fourth ventricle,V4,73,2,/997/73/145/,961246,Y,,,Cerebellum
1302,153,lateral recess,V4r,145,3,/997/73/145/153/,461680,Y,,,Cerebellum
1303,164,"central canal, spinal cord/medulla",c,73,2,/997/73/164/,432,Y,,,Cerebellum